feature,mean_abs_shap,seed,best_model,rank
pI,0.017976234193350628,0,random_forest,1
_ChargeT23,0.017117393212140147,0,random_forest,2
_SecondaryStrC3,0.016282318107782037,0,random_forest,3
_ChargeC3,0.01570133810234485,0,random_forest,4
E,0.014532441277306456,0,random_forest,5
_HydrophobicityT12,0.013872511266501244,0,random_forest,6
P,0.012857923744170972,0,random_forest,7
DF,0.012649805017024522,0,random_forest,8
length,0.010001280771888802,0,random_forest,9
_SecondaryStrD3001,0.009944199228754136,0,random_forest,10
EY,0.009591592982786864,0,random_forest,11
_PolarizabilityD2001,0.008787308579476173,0,random_forest,12
_PolarizabilityC3,0.008260316771993655,0,random_forest,13
_NormalizedVDWVC3,0.007365930868434106,0,random_forest,14
FE,0.0069681917106857024,0,random_forest,15
_SecondaryStrD1100,0.006845791722955746,0,random_forest,16
PE,0.006367833885636633,0,random_forest,17
M,0.006218798757727498,0,random_forest,18
GD,0.006134764880797984,0,random_forest,19
_PolarityT23,0.006105329079458465,0,random_forest,20
