feature	mean_abs_shap	repeat
pI	0.02856181858790612	3
length	0.023871528454711945	3
mw	0.02257517536521215	3
P	0.022304510096676573	3
W	0.0213865070982171	3
M	0.021069266064984417	3
L	0.018586600552980545	3
I	0.01766730443482618	3
E	0.01729150205737082	3
G	0.015999023916328726	3
C	0.015721306109841002	3
V	0.013030495720160774	3
T	0.012754935240793148	3
instability	0.009920102066102832	3
K	0.009812676419711392	3
D	0.009675110172074486	3
A	0.00961676673361546	3
N	0.009174980231801076	3
F	0.00703966041524952	3
H	0.006918546402580601	3
Q	0.00632542120301545	3
aromaticity	0.0058745185142998115	3
S	0.005746581995055313	3
Y	0.005666659581211626	3
R	0.005285490888524681	3
