feature,mean_abs_shap,seed,best_model,rank
_NormalizedVDWVC3,0.011649048199459137,8,svm_rbf,1
KA,0.009501256361259003,8,svm_rbf,2
_ChargeT13,0.007397752117612668,8,svm_rbf,3
T,0.007075541364141227,8,svm_rbf,4
ER,0.006196897007075463,8,svm_rbf,5
_PolarityC1,0.005704712338392673,8,svm_rbf,6
A,0.0053395936676144794,8,svm_rbf,7
M,0.004478264315729226,8,svm_rbf,8
_SolventAccessibilityD1001,0.004308422864453036,8,svm_rbf,9
mw,0.003962299105851535,8,svm_rbf,10
_SolventAccessibilityD1025,0.003851036199910434,8,svm_rbf,11
HE,0.003806373478608651,8,svm_rbf,12
EQ,0.0037391333239978146,8,svm_rbf,13
KK,0.003723819133915981,8,svm_rbf,14
_SolventAccessibilityT13,0.003694830536833818,8,svm_rbf,15
GL,0.003641514221326511,8,svm_rbf,16
TY,0.003540022736911801,8,svm_rbf,17
YL,0.003232688543852501,8,svm_rbf,18
RW,0.0032206452163891304,8,svm_rbf,19
QK,0.003112054859984661,8,svm_rbf,20
