feature	mean_abs_shap	repeat
P	0.5593665770300487	3
pI	0.5526815996794262	3
_SolventAccessibilityD3001	0.31137381003954806	3
_ChargeC3	0.3100541952002969	3
instability	0.30905655208799876	3
E	0.30811374574657535	3
_SecondaryStrD3001	0.28576335475329534	3
_SolventAccessibilityD3075	0.2645154038319363	3
_SolventAccessibilityD1050	0.26378905816038617	3
_SecondaryStrC3	0.2572887290381711	3
_PolarizabilityD2100	0.25558206248864296	3
_ChargeT23	0.24532496110454666	3
_PolarizabilityD1100	0.22707289179397058	3
_ChargeT13	0.2070421485211932	3
_HydrophobicityD3025	0.20278224952439775	3
_PolarizabilityD2025	0.19029402577490548	3
_SecondaryStrD1100	0.18748648838769014	3
_NormalizedVDWVD2001	0.18577821645322545	3
_SecondaryStrC1	0.1771624832645	3
_PolarityD1075	0.17470692672608423	3
_SecondaryStrD1001	0.1617492935430607	3
_HydrophobicityT13	0.1589409984788217	3
_PolarizabilityD3025	0.15712849516001876	3
_PolarizabilityT13	0.1547883422341838	3
_HydrophobicityT12	0.1431053232493694	3
