feature	mean_abs_shap	repeat
pI	0.07512889274423654	1
E	0.039980754564330395	1
length	0.03850163916478592	1
mw	0.03410986634739656	1
P	0.03277692182988345	1
M	0.028881530107277835	1
W	0.02285370862670599	1
instability	0.02161042174105585	1
T	0.021596792935307058	1
G	0.021331897649409945	1
L	0.018224566531215493	1
I	0.015382658610276295	1
F	0.0114490986260406	1
N	0.010527878577488511	1
V	0.009145705066956545	1
Q	0.008799751260501417	1
K	0.00863253924215975	1
C	0.007505618870400471	1
A	0.007093565416292536	1
R	0.006930715732856305	1
