feature	mean_abs_shap
length	0.03508664976254457
mw	0.03414301332729661
pI	0.033489619036691905
P	0.02684726175715071
C	0.02462876478170433
E	0.023526930488001606
M	0.02169610343646299
I	0.02130414325596138
W	0.018174759870269598
V	0.016868825986090095
G	0.015441342868360429
L	0.014969147139781546
T	0.014649283422952243
instability	0.013090439330353094
N	0.013048221948150106
K	0.012262401575173004
D	0.011684701189851921
F	0.010913361312978166
Q	0.01006001025698512
A	0.009548098444474703
