feature,mean_abs_shap,seed,best_model,rank
DM,26141026950676.934,9,svm_rbf,1
VC,26141026950676.926,9,svm_rbf,2
G,0.008267699345029057,9,svm_rbf,3
_SolventAccessibilityD1025,0.0061854530819095066,9,svm_rbf,4
TE,0.0060246756014834865,9,svm_rbf,5
_NormalizedVDWVC1,0.005506832552058954,9,svm_rbf,6
QK,0.004745562620062961,9,svm_rbf,7
ID,0.0043075040691375995,9,svm_rbf,8
_SolventAccessibilityT13,0.003984149087898507,9,svm_rbf,9
M,0.003971465833835203,9,svm_rbf,10
QG,0.0038755615618881528,9,svm_rbf,11
_SecondaryStrD1075,0.0037721079997337205,9,svm_rbf,12
_SecondaryStrD1100,0.0037675244683915542,9,svm_rbf,13
AN,0.0037449123146533615,9,svm_rbf,14
KP,0.00363215769922186,9,svm_rbf,15
_SecondaryStrD2050,0.003613773723089018,9,svm_rbf,16
FY,0.0036001893496554454,9,svm_rbf,17
_ChargeD3075,0.0034916136620240074,9,svm_rbf,18
IA,0.003478477781506786,9,svm_rbf,19
AD,0.0034076442990525215,9,svm_rbf,20
