feature,mean_abs_shap,seed,best_model,rank
FF,8307241324026.562,6,svm_rbf,1
KQ,8307241324026.562,6,svm_rbf,2
RQ,0.009884893712647922,6,svm_rbf,3
IG,0.00923245790813225,6,svm_rbf,4
_PolarizabilityD2050,0.008836774225765122,6,svm_rbf,5
_NormalizedVDWVC1,0.008505018371424897,6,svm_rbf,6
MS,0.008344536246250334,6,svm_rbf,7
_HydrophobicityD2025,0.008040208987228842,6,svm_rbf,8
_HydrophobicityT12,0.007653262181065764,6,svm_rbf,9
_SolventAccessibilityT23,0.006899002460517253,6,svm_rbf,10
mw,0.006051742760539403,6,svm_rbf,11
_HydrophobicityD3025,0.005740563488367177,6,svm_rbf,12
PC,0.005713798255364863,6,svm_rbf,13
_SolventAccessibilityD2025,0.005370387269258196,6,svm_rbf,14
DM,0.005061951624196978,6,svm_rbf,15
_NormalizedVDWVD2100,0.005004274966348552,6,svm_rbf,16
EV,0.004894993602735377,6,svm_rbf,17
HQ,0.00482023506405643,6,svm_rbf,18
_HydrophobicityD3075,0.004694287747399633,6,svm_rbf,19
LG,0.004630309749624925,6,svm_rbf,20
