feature	mean_abs_shap	repeat
_SolventAccessibilityD1050	0.04381838928964929	2
_SecondaryStrD2100	0.04266647011021606	2
mw	0.03986594455987794	2
_ChargeD1100	0.03930001970530625	2
length	0.03912621491088875	2
_PolarizabilityD2100	0.03534730021662302	2
_SolventAccessibilityD3001	0.03518364303792032	2
_HydrophobicityT13	0.03514126345906182	2
_SecondaryStrT13	0.034228939823798196	2
_ChargeD3050	0.03248895857795968	2
C	0.03017857879155103	2
instability	0.029668877027547204	2
_SecondaryStrT12	0.02831687748147582	2
_HydrophobicityT12	0.027412322122770637	2
_SolventAccessibilityD3025	0.027410730140518424	2
_PolarityD2100	0.026656066656304926	2
_NormalizedVDWVD2001	0.02660603386002717	2
_PolarityD1100	0.026503284170843223	2
L	0.02647591359264982	2
W	0.026228270547468048	2
