feature	mean_abs_shap	repeat
length	0.047316347778617256	3
mw	0.04399187716203348	3
_PolarizabilityD2100	0.0394639822505305	3
C	0.034871340363873286	3
_ChargeD3050	0.03148686033137545	3
_SolventAccessibilityD1050	0.030459118568235525	3
_SecondaryStrD2100	0.029781265152471308	3
_ChargeD1100	0.029500442006416838	3
_SecondaryStrT13	0.027544750032046105	3
_HydrophobicityD3100	0.027203271474614453	3
_PolarityD1100	0.02605185964163867	3
_HydrophobicityT13	0.02575353419885125	3
_SolventAccessibilityD3001	0.024517393525767157	3
W	0.02340381771784355	3
_SolventAccessibilityD3025	0.022702690388129044	3
_SecondaryStrT23	0.02240688522981633	3
_SecondaryStrD1001	0.022396183337480422	3
_HydrophobicityT12	0.022348700979020846	3
_PolarityD2075	0.021509154436122585	3
_SecondaryStrT12	0.02138489242235091	3
instability	0.021346045171420528	3
P	0.020607695118776245	3
_PolarizabilityD1075	0.020364729364526202	3
_ChargeT23	0.019524537203771314	3
G	0.019422587342014703	3
