feature	mean_abs_shap
length	1.1168458576126332
pI	1.0645453976149595
E	0.9467735296639614
P	0.8787439715954725
F	0.7738788826947854
mw	0.7723860277560539
Y	0.7467861787903006
instability	0.7368613784445492
R	0.6452649738936721
I	0.6379548230877056
M	0.558547623948753
L	0.5022966761555951
aromaticity	0.4140584516482002
G	0.37766900586830454
D	0.34432642336447006
A	0.266283364476282
N	0.2528914304379296
T	0.18321255565309352
K	0.15632901045891545
H	0.1559472106099129
