feature	mean_abs_shap	repeat
pI	0.19168382076307755	1
length	0.0941974301684143	1
P	0.04973072423389524	1
W	0.046707705730765305	1
M	0.03875732910752361	1
T	0.03668811037005358	1
instability	0.03389794272271394	1
E	0.033203874256273136	1
R	0.031955863338485845	1
Q	0.027620983101176538	1
K	0.023171220569424732	1
I	0.02282250851274007	1
G	0.020644739709610695	1
C	0.01634321453918882	1
mw	0.015386544163309705	1
L	0.012820165646208383	1
V	0.011972818460980807	1
A	0.011038268314992512	1
aromaticity	0.008696874615290243	1
F	0.008427155138709296	1
