feature	mean_abs_shap	repeat
pI	0.17079648906929087	2
length	0.05954927671339506	2
W	0.05475448534887869	2
P	0.04366793853694027	2
M	0.04184505132873761	2
instability	0.04138854698344082	2
T	0.03214372051520039	2
R	0.030886788674112493	2
G	0.02950133685240708	2
I	0.027833689907184128	2
E	0.024740992726167074	2
Q	0.02182918642889963	2
K	0.019608895501466224	2
L	0.017595341919676023	2
V	0.011446965417834775	2
mw	0.011274725267559179	2
C	0.011156384128605545	2
A	0.01021474753127942	2
aromaticity	0.007858776092491282	2
F	0.00690452584427087	2
