feature,mean_abs_shap,seed,best_model,rank
instability,0.009394199548369833,8,svm_rbf,1
_SolventAccessibilityT12,0.008882911503789481,8,svm_rbf,2
_PolarizabilityD2050,0.007435678334430999,8,svm_rbf,3
P,0.007007499990060522,8,svm_rbf,4
C,0.006619696265719418,8,svm_rbf,5
_SecondaryStrD1100,0.004497647098820097,8,svm_rbf,6
length,0.00438488226257032,8,svm_rbf,7
_SecondaryStrD2050,0.00415469990428084,8,svm_rbf,8
_SecondaryStrD1050,0.00401638720251749,8,svm_rbf,9
_HydrophobicityD2100,0.0038723529955466585,8,svm_rbf,10
mw,0.003605083712975765,8,svm_rbf,11
M,0.0035425102699881217,8,svm_rbf,12
D,0.003277699152786454,8,svm_rbf,13
_NormalizedVDWVT13,0.003247384091546711,8,svm_rbf,14
E,0.0030644590244606877,8,svm_rbf,15
V,0.0029886463651406063,8,svm_rbf,16
_PolarizabilityC2,0.002932080787324754,8,svm_rbf,17
_NormalizedVDWVD2001,0.0028815526003826593,8,svm_rbf,18
_NormalizedVDWVD2050,0.0028652821138035133,8,svm_rbf,19
_ChargeD1001,0.002782698039853593,8,svm_rbf,20
