feature,mean_abs_shap,seed,best_model,rank
_HydrophobicityD1050,0.6133409536495246,5,logistic_regression,1
_SolventAccessibilityD2050,0.6133409536495246,5,logistic_regression,2
_NormalizedVDWVD2025,0.5562340566106689,5,logistic_regression,3
_HydrophobicityD3001,0.5536007422377481,5,logistic_regression,4
P,0.5306432588911245,5,logistic_regression,5
_ChargeD3050,0.5111818543495577,5,logistic_regression,6
_PolarizabilityT13,0.5037906743212726,5,logistic_regression,7
W,0.49793191301308604,5,logistic_regression,8
_ChargeD2100,0.4941082093010864,5,logistic_regression,9
C,0.49236282470147713,5,logistic_regression,10
_PolarizabilityD2075,0.4830414172160403,5,logistic_regression,11
length,0.4803291409288668,5,logistic_regression,12
_SolventAccessibilityT12,0.475456872125609,5,logistic_regression,13
mw,0.4700977505927773,5,logistic_regression,14
_PolarizabilityD2100,0.4648924919982692,5,logistic_regression,15
_PolarityD1025,0.4327366342725234,5,logistic_regression,16
_ChargeT23,0.42733701711514077,5,logistic_regression,17
L,0.4040724662174586,5,logistic_regression,18
Y,0.4015764218072496,5,logistic_regression,19
_SecondaryStrD1050,0.3674440422141778,5,logistic_regression,20
