feature	mean_abs_shap	repeat
pI	1.1549910586249021	2
E	0.8998657851741735	2
P	0.8781010154285249	2
length	0.8674772951630002	2
instability	0.777320448095379	2
F	0.7426163423533653	2
mw	0.7302136645524445	2
Y	0.6959028423046695	2
R	0.6315201937848105	2
I	0.5885389309098973	2
L	0.5222142655097413	2
M	0.45532781232817066	2
G	0.4158386478502506	2
aromaticity	0.39763349345780424	2
D	0.3849651959817712	2
A	0.23412185349834186	2
N	0.21872614008214447	2
H	0.17253919179696822	2
T	0.17244553695606915	2
K	0.1520926089331333	2
