feature	mean_abs_shap
pI	0.17793884395803797
length	0.08910299249786185
W	0.05625964743665098
P	0.05358724981242239
M	0.047236358738656684
instability	0.03755334176574149
T	0.03537072820043854
R	0.030596159429518804
E	0.0304446713704431
Q	0.028647745562072065
I	0.02760694142115303
G	0.026583693119665835
K	0.026237607363444767
C	0.01659713555268487
mw	0.015507714527997492
L	0.014436828594627608
V	0.012893743097921406
A	0.011571951301363351
aromaticity	0.009808552709756835
F	0.008609296463671322
