feature	mean_abs_shap	repeat
length	0.03201042376288184	1
mw	0.029665452748374975	1
C	0.025562307374223152	1
pI	0.014397725878850787	1
_SecondaryStrT13	0.01136937651331636	1
_SolventAccessibilityD1050	0.010673684391134895	1
P	0.010199487449333798	1
_NormalizedVDWVC1	0.009453947039006027	1
_ChargeC3	0.008673491132805595	1
_PolarityD2050	0.008504000972911117	1
_PolarizabilityT13	0.007979882246821859	1
_SecondaryStrD1001	0.007848505826566848	1
_ChargeT23	0.007693886139385259	1
T	0.007685031603779385	1
_SecondaryStrD1100	0.007410988385939914	1
_ChargeD2075	0.007282554538618693	1
_ChargeD3050	0.00715460055703452	1
_SecondaryStrC3	0.006922532962009354	1
_SecondaryStrD2075	0.006681199677284496	1
_SecondaryStrD2001	0.006605238304552072	1
