feature,mean_abs_shap,seed,best_model,rank
IG,36201431912730.72,2,svm_rbf,1
PF,36201431912730.7,2,svm_rbf,2
_PolarityD1100,3871010002082.3735,2,svm_rbf,3
_SecondaryStrD2075,3871010002082.373,2,svm_rbf,4
mw,0.011156479483680877,2,svm_rbf,5
EL,0.00880194506560027,2,svm_rbf,6
A,0.00731894293478765,2,svm_rbf,7
_PolarityT23,0.006448496018682135,2,svm_rbf,8
MQ,0.006398155561196696,2,svm_rbf,9
_PolarityT13,0.0061428121136348325,2,svm_rbf,10
TR,0.00599940198703528,2,svm_rbf,11
TT,0.0051902941624550405,2,svm_rbf,12
length,0.004998971447504509,2,svm_rbf,13
V,0.004880481592233432,2,svm_rbf,14
_SolventAccessibilityT12,0.0048178963793092605,2,svm_rbf,15
AE,0.004806718604526915,2,svm_rbf,16
PS,0.0047406309519737,2,svm_rbf,17
EG,0.004733088189521236,2,svm_rbf,18
G,0.004700064880239661,2,svm_rbf,19
KK,0.004610354497020264,2,svm_rbf,20
