feature	mean_abs_shap	repeat
_ChargeC3	0.023760129698431918	1
pI	0.021652541355892483	1
_ChargeT23	0.01949054807654989	1
P	0.017920821261707486	1
E	0.017329542131576885	1
_SecondaryStrC3	0.014914522314392914	1
length	0.010984512493799229	1
_SecondaryStrD3001	0.009414979689318783	1
_PolarizabilityD2001	0.008717099047034481	1
_ChargeD2001	0.008687950867330981	1
instability	0.008064847443148665	1
_HydrophobicityT12	0.007991340986294974	1
_PolarityT23	0.007415816089996497	1
_PolarizabilityD2100	0.007037596751129515	1
_HydrophobicityC3	0.006988883128679843	1
D	0.0068205328696444665	1
_ChargeC1	0.006231637501116666	1
_PolarizabilityD2075	0.005773815990427237	1
_SecondaryStrD1100	0.005540875405915814	1
K	0.005437028171242899	1
